Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
33.0,,Travel_Rarely,,Research & Development,2.0,,Life Sciences,1.0,,1.0,,39.0,,1.0,Laboratory Technician,1.0,Married,2707.0,21509.0,7.0,Y,,20.0,4.0,1.0,80.0,0.0,13.0,3.0,4.0,,7.0,1.0,7.0
26.0,No,,,Sales,10.0,,Medical,1.0,1836.0,3.0,Male,,3.0,2.0,Sales Executive,4.0,Single,4684.0,9125.0,1.0,Y,No,13.0,3.0,1.0,80.0,0.0,5.0,4.0,3.0,5.0,3.0,1.0,2.0
47.0USD,No,,359.0USD,Research & Development,2.0USD,,Medical,1.0,1443.0,1.0,Female,82.0,,4.0,Research Director,3.0,Married,17169.0,26703.0,3.0,Y,No,,3.0,2.0,80.0,,26.0,2.0,4.0,20.0,17.0,,6.0
22.0,No,Travel_Rarely,253.0,Research & Development,11.0,3.0,,1.0,511.0,1.0,Female,43.0,,1.0,Research Scientist,2.0,Married,,,1.0,Y,No,,3.0,4.0,80.0,1.0,2.0,1.0,,2.0,1.0,1.0,2.0
44.0,No,Travel_Frequently,383.0,Sales,1.0,5.0,Marketing,1.0,1481.0,,Female,79.0,3.0,2.0,Sales Executive,3.0,Married,4768.0,9282.0,7.0,Y,No,12.0,3.0,3.0,80.0,1.0,,4.0,,,,0.0,0.0
53.0,No,Travel_Rarely,1376.0,,2.0,2.0,,1.0,981.0,3.0,Male,45.0,3.0,4.0,Manager,3.0,Divorced,14852.0,13938.0,6.0,Y,No,13.0,3.0,3.0,80.0,1.0,22.0,3.0,4.0,,13.0,15.0,2.0
51.0,No,,237.0,Sales,,3.0,Life Sciences,1.0,1282.0,,Male,83.0,3.0,5.0,Manager,2.0,Divorced,,19196.0,4.0,,Yes,24.0,4.0,1.0,80.0,1.0,31.0,5.0,2.0,29.0,10.0,11.0,
yes,No,Travel_Rarely,1194.0,Research & Development,2.0,4.0,Medical,1.0,,3.0,,98.0,3.0,1.0,Research Scientist,3.0,Married,2001.0,12549.0,2.0,Y,,14.0,3.0,,80.0,3.0,20.0,2.0,3.0,5.0,,0.0,2.0
44.0,Yes,,935.0,,3.0,,Life Sciences,1.0,1333.0,,Male,89.0,3.0,1.0,Laboratory Technician,,Married,,14669.0,4.0,Y,No,12.0,3.0,,,0.0,,,4.0,3.0,2.0,1.0,
yes,No,Travel_Rarely,691.0,Research & Development,5.0,4.0,,1.0,423.0,3.0,,86.0,3.0,1.0,Research Scientist,,Married,,,0.0,Y,Yes,,3.0,,80.0,1.0,,4.0,3.0,,,0.0,3.0
yes,Yes,Travel_Rarely,,Research & Development,4.0,1.0,Technical Degree,,1106.0,4.0,,,3.0,1.0,Laboratory Technician,,Married,3691.0,4605.0,,,,15.0,3.0,2.0,80.0,1.0,7.0,,4.0,7.0,7.0,5.0,6.0
nanUSD,No,Travel_Rarely,603.0USD,Research & Development,7.0USD,4.0,Medical,1.0,1292.0,,Female,78.0,4.0,2.0,Research Scientist,,,2372.0,5628.0,,Y,Yes,,,4.0,80.0,0.0,18.0,2.0,3.0,1.0,0.0,0.0,0.0
yes,,,1395.0,Research & Development,24.0,4.0,Medical,1.0,1689.0,2.0,Male,48.0,4.0,3.0,,4.0,,7005.0,3458.0,3.0,Y,,,3.0,3.0,80.0,0.0,11.0,2.0,3.0,4.0,3.0,1.0,
44.0USD,,Travel_Rarely,nanUSD,,1.0USD,4.0,Life Sciences,1.0,,2.0,Male,,4.0,2.0,Healthcare Representative,1.0,,5033.0,9364.0,2.0,Y,No,,3.0,4.0,80.0,1.0,10.0,5.0,3.0,2.0,0.0,2.0,2.0
,No,Travel_Rarely,506.0,Research & Development,3.0,3.0,Technical Degree,1.0,,3.0,Male,30.0,3.0,,Research Scientist,2.0,Single,4485.0,26285.0,4.0,Y,,12.0,3.0,4.0,80.0,,10.0,2.0,3.0,8.0,,7.0,
29.0,Yes,Travel_Frequently,,Research & Development,14.0,,Other,1.0,1421.0,3.0,Female,84.0,3.0,3.0,Healthcare Representative,4.0,Single,7553.0,,,,Yes,12.0,3.0,1.0,80.0,0.0,9.0,1.0,3.0,8.0,7.0,,7.0
yes,No,,1280.0,Research & Development,,1.0,,1.0,143.0,4.0,Male,64.0,2.0,1.0,Research Scientist,4.0,,,,,,No,11.0,3.0,3.0,80.0,,2.0,2.0,3.0,,2.0,2.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes ,No,,,,2.0,2.0,,1.0,903.0,3.0,Female,35.0,3.0,2.0,Sales Executive,4.0,,4537.0,17783.0,0.0,Y,Yes,,,1.0,80.0,1.0,8.0,,3.0,7.0,6.0,,7.0
yes,,Travel_Rarely,832.0,,9.0,3.0,Medical,1.0,762.0,3.0,Male,81.0,3.0,4.0,Healthcare Representative,4.0,Married,11103.0,20420.0,7.0,Y,No,11.0,3.0,3.0,80.0,0.0,30.0,1.0,2.0,10.0,7.0,1.0,
28.0,No,Travel_Frequently,467.0,Sales,7.0,3.0,Life Sciences,1.0,1507.0,3.0,Male,55.0,3.0,2.0,Sales Executive,1.0,,4898.0,11827.0,0.0,Y,,,,4.0,80.0,0.0,5.0,5.0,3.0,4.0,2.0,1.0,3.0
,No,,469.0,Research & Development,2.0,,,,1109.0,4.0,,35.0,3.0,,Manager,,Married,17665.0,14399.0,,Y,No,17.0,,4.0,80.0,1.0,23.0,3.0,3.0,,6.0,13.0,
yes,,,,Sales,1.0,1.0,Technical Degree,1.0,,1.0,Female,62.0,3.0,1.0,Sales Representative,2.0,,3202.0,21972.0,1.0,Y,Yes,16.0,3.0,2.0,80.0,0.0,,4.0,,5.0,3.0,,4.0
26.0,Yes,Travel_Rarely,950.0,Sales,4.0,4.0,,1.0,401.0,4.0,Male,48.0,2.0,2.0,Sales Executive,,Single,,8450.0,1.0,Y,Yes,12.0,3.0,2.0,80.0,0.0,8.0,0.0,,8.0,7.0,7.0,4.0
yes,,,1334.0,Research & Development,10.0,,Life Sciences,1.0,,3.0,Female,36.0,2.0,1.0,Laboratory Technician,1.0,Single,1416.0,17258.0,1.0,Y,No,13.0,3.0,1.0,80.0,0.0,1.0,6.0,2.0,1.0,0.0,1.0,0.0
42.0,No,Non-Travel,926.0,Research & Development,21.0,2.0,,1.0,270.0,3.0,,36.0,,2.0,Manufacturing Director,3.0,Divorced,5265.0,16439.0,2.0,Y,No,,3.0,,,,11.0,,3.0,5.0,,0.0,2.0
yes,,,118.0,Sales,16.0,3.0,Marketing,1.0,819.0,1.0,Female,,3.0,2.0,Sales Executive,1.0,Single,5324.0,26507.0,5.0,Y,No,,3.0,,80.0,0.0,6.0,,3.0,3.0,2.0,0.0,2.0
21.0,,,337.0,Sales,,1.0,Marketing,1.0,1780.0,,Male,,3.0,1.0,Sales Representative,2.0,Single,2679.0,4567.0,1.0,Y,No,13.0,,,,0.0,1.0,3.0,,,0.0,1.0,
Yes ,No,Travel_Frequently,469.0USD,Research & Development,3.0USD,,,1.0,1257.0,3.0,,46.0,3.0,1.0,Research Scientist,2.0,,3692.0,,1.0,Y,No,,3.0,3.0,,0.0,12.0,2.0,2.0,11.0,10.0,0.0,7.0
Yes ,No,Travel_Frequently,1312.0,,2.0,4.0,,1.0,1745.0,,,,2.0,1.0,Research Scientist,1.0,Single,4968.0,26427.0,0.0,Y,No,16.0,,4.0,80.0,0.0,10.0,2.0,3.0,9.0,7.0,,7.0
Yes ,No,Travel_Rarely,1062.0,Research & Development,,3.0,Medical,1.0,471.0,3.0,Female,75.0,,1.0,Laboratory Technician,2.0,Married,2370.0,3956.0,1.0,Y,No,13.0,,3.0,80.0,1.0,8.0,4.0,3.0,,0.0,0.0,7.0
,No,,469.0,Research & Development,2.0,,,,1109.0,4.0,,35.0,3.0,,Manager,,Married,17665.0,14399.0,,Y,No,17.0,,4.0,80.0,1.0,23.0,3.0,3.0,,6.0,13.0,
46.0,No,Travel_Rarely,706.0,Research & Development,2.0,2.0,Life Sciences,1.0,1857.0,4.0,Male,,3.0,3.0,Manufacturing Director,4.0,,8578.0,19989.0,3.0,Y,No,14.0,3.0,3.0,,1.0,,4.0,,,8.0,4.0,7.0
48.0,No,,,,1.0,4.0,Medical,1.0,1116.0,1.0,Male,35.0,,4.0,Manager,,Single,16885.0,,2.0,Y,,22.0,4.0,3.0,80.0,0.0,,3.0,2.0,5.0,4.0,2.0,1.0
yes,No,Travel_Rarely,,Sales,15.0,2.0,Medical,,1356.0,3.0,Female,66.0,3.0,2.0,,1.0,,6125.0,23553.0,,,No,12.0,3.0,,80.0,0.0,10.0,,4.0,,8.0,,6.0
yes,No,Travel_Rarely,1313.0,Sales,11.0,,Marketing,,1757.0,,,80.0,3.0,,Sales Executive,4.0,,4507.0,8191.0,,Y,No,,3.0,,80.0,0.0,8.0,1.0,4.0,5.0,1.0,0.0,4.0
31.0,Yes,,202.0,Research & Development,8.0,3.0,Life Sciences,1.0,1433.0,1.0,,34.0,2.0,,Research Scientist,2.0,Single,1261.0,22262.0,1.0,,No,,3.0,3.0,80.0,0.0,,,4.0,1.0,,0.0,0.0
30.0,No,Travel_Rarely,288.0,Research & Development,2.0,3.0,Life Sciences,,117.0,3.0,Male,99.0,2.0,,Healthcare Representative,,Married,4152.0,,1.0,Y,No,19.0,3.0,1.0,80.0,3.0,11.0,3.0,,,10.0,,8.0
,,,1434.0,Research & Development,5.0,4.0,Technical Degree,1.0,65.0,3.0,Male,50.0,3.0,1.0,Laboratory Technician,,Single,3441.0,11179.0,,,,,3.0,3.0,80.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,
54.0USD,No,,1147.0USD,Sales,3.0USD,,Marketing,1.0,303.0,4.0,,,3.0,2.0,,1.0,Married,5940.0,,,Y,No,14.0,3.0,4.0,80.0,1.0,16.0,4.0,,,2.0,,5.0
37.0,,Travel_Rarely,625.0,Sales,1.0,,,1.0,970.0,1.0,Male,,2.0,3.0,Sales Executive,3.0,Married,10609.0,14922.0,,Y,,11.0,3.0,3.0,,0.0,17.0,2.0,1.0,14.0,1.0,11.0,7.0
38.0,,,1206.0,Research & Development,9.0,2.0,Life Sciences,,1940.0,2.0,,71.0,3.0,1.0,Research Scientist,4.0,Divorced,4771.0,14293.0,2.0,Y,No,,3.0,,80.0,2.0,,0.0,4.0,5.0,2.0,0.0,3.0
24.0,,,,Research & Development,21.0,2.0,,1.0,1551.0,3.0,Male,,,1.0,Laboratory Technician,1.0,,2296.0,10036.0,0.0,Y,No,14.0,,2.0,80.0,3.0,,,,,1.0,0.0,0.0
,No,,673.0,Research & Development,11.0,2.0,Other,1.0,26.0,1.0,Female,96.0,,2.0,,3.0,Divorced,4011.0,8232.0,0.0,,No,18.0,3.0,4.0,,1.0,5.0,5.0,2.0,4.0,2.0,1.0,3.0
45.0,,Travel_Rarely,1329.0,,2.0,2.0,Other,,,4.0,,,,2.0,,4.0,Divorced,5770.0,5388.0,1.0,Y,No,19.0,3.0,,,2.0,10.0,3.0,3.0,10.0,7.0,,9.0
yes,No,Travel_Rarely,990.0,Research & Development,27.0,3.0,,1.0,1599.0,,Male,,4.0,1.0,Laboratory Technician,2.0,Divorced,4876.0,5855.0,5.0,Y,No,12.0,,3.0,80.0,1.0,8.0,0.0,3.0,6.0,4.0,0.0,2.0
,No,Travel_Rarely,898.0,Human Resources,6.0,2.0,,1.0,,3.0,Male,38.0,3.0,4.0,Manager,4.0,Single,16437.0,17381.0,,Y,Yes,21.0,,4.0,80.0,0.0,21.0,2.0,3.0,21.0,7.0,7.0,
yes,No,Travel_Rarely,1229.0USD,Research & Development,8.0USD,1.0,,1.0,63.0,4.0,Male,36.0,4.0,,Laboratory Technician,4.0,Married,,4892.0,1.0,Y,No,19.0,3.0,4.0,80.0,,1.0,2.0,3.0,,0.0,0.0,
yes,Yes,,592.0,Research & Development,2.0,3.0,Life Sciences,1.0,,1.0,Female,54.0,2.0,,Laboratory Technician,1.0,Single,3646.0,17181.0,2.0,Y,,23.0,4.0,2.0,80.0,0.0,11.0,2.0,4.0,,0.0,,
Yes ,No,Travel_Rarely,832.0,Research & Development,5.0,4.0,Life Sciences,,338.0,3.0,,63.0,,1.0,Research Scientist,4.0,Married,2911.0,,,Y,No,13.0,3.0,3.0,80.0,1.0,2.0,2.0,,2.0,,0.0,2.0
29.0,,Travel_Rarely,468.0,Research & Development,,4.0,Medical,,2054.0,4.0,Female,73.0,2.0,1.0,Research Scientist,,Single,3785.0,8489.0,1.0,,No,14.0,3.0,2.0,80.0,0.0,5.0,3.0,,5.0,4.0,,4.0
Yes ,,Travel_Rarely,735.0,,,1.0,,1.0,,,Female,75.0,2.0,2.0,Sales Executive,4.0,Married,8103.0,,3.0,Y,Yes,12.0,,3.0,80.0,0.0,9.0,3.0,2.0,4.0,,0.0,1.0
,,Travel_Rarely,252.0,Research & Development,,3.0,,1.0,336.0,3.0,Male,70.0,,5.0,,4.0,,19202.0,15970.0,0.0,Y,No,11.0,3.0,,80.0,1.0,,2.0,3.0,24.0,0.0,1.0,7.0
,No,Travel_Rarely,218.0,,7.0,,Technical Degree,1.0,416.0,2.0,Male,,,2.0,Sales Executive,4.0,,,12241.0,4.0,Y,,11.0,,2.0,80.0,1.0,10.0,3.0,2.0,8.0,7.0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes ,No,Non-Travel,1381.0,Sales,,4.0,Marketing,1.0,523.0,3.0,Female,72.0,3.0,2.0,Sales Executive,3.0,Married,6538.0,12740.0,9.0,Y,No,,,1.0,,1.0,6.0,,3.0,3.0,2.0,1.0,2.0
21.0,No,Travel_Rarely,984.0,Research & Development,1.0,1.0,Technical Degree,1.0,1131.0,,Female,70.0,2.0,1.0,Research Scientist,2.0,Single,,25326.0,1.0,Y,Yes,11.0,3.0,,80.0,,2.0,6.0,4.0,,2.0,2.0,2.0
Yes ,,Travel_Rarely,441.0,Research & Development,14.0,4.0,,,161.0,,Female,72.0,3.0,1.0,,2.0,Married,4963.0,4510.0,,Y,,18.0,,1.0,,3.0,7.0,2.0,,5.0,,4.0,3.0
Yes ,,Travel_Rarely,383.0,,9.0,2.0,Life Sciences,1.0,,1.0,Male,68.0,2.0,1.0,Sales Representative,1.0,Married,4400.0,15182.0,3.0,,,12.0,3.0,1.0,80.0,0.0,6.0,2.0,3.0,3.0,2.0,,2.0
,No,Travel_Rarely,,Human Resources,6.0,2.0,,1.0,1550.0,3.0,,38.0,3.0,,Manager,4.0,Single,,,,Y,,21.0,,4.0,80.0,0.0,21.0,2.0,3.0,21.0,7.0,7.0,
yes,,Travel_Rarely,1102.0,Sales,1.0,2.0,Life Sciences,,1.0,2.0,Female,94.0,3.0,2.0,Sales Executive,4.0,Single,5993.0,19479.0,8.0,,Yes,,3.0,1.0,80.0,0.0,8.0,0.0,1.0,6.0,4.0,0.0,5.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yes,No,Travel_Rarely,735.0,Research & Development,6.0,1.0,Life Sciences,1.0,1291.0,3.0,Male,66.0,3.0,1.0,Research Scientist,3.0,,,6020.0,0.0,Y,Yes,14.0,3.0,4.0,,0.0,4.0,,,3.0,2.0,,2.0
42.0,No,Travel_Rarely,1128.0,Research & Development,13.0,3.0,Medical,1.0,,2.0,Male,95.0,4.0,2.0,Healthcare Representative,1.0,Married,5538.0,5696.0,,Y,No,,3.0,3.0,80.0,2.0,10.0,2.0,2.0,,0.0,0.0,
29.0,No,Travel_Rarely,,Sales,5.0,3.0,,1.0,1669.0,,Male,43.0,2.0,,Sales Executive,2.0,Divorced,4187.0,3356.0,1.0,Y,Yes,13.0,3.0,2.0,80.0,1.0,,3.0,2.0,10.0,,0.0,9.0
,No,Travel_Rarely,835.0,,19.0,4.0,Other,1.0,,4.0,,41.0,,2.0,Research Scientist,4.0,Divorced,3902.0,5141.0,,Y,No,14.0,,2.0,80.0,3.0,7.0,,3.0,2.0,2.0,2.0,2.0
yes,No,Travel_Rarely,570.0,Sales,,3.0,Marketing,1.0,456.0,4.0,Female,30.0,2.0,2.0,Sales Executive,3.0,Divorced,,5431.0,1.0,Y,No,,,3.0,80.0,3.0,10.0,,3.0,10.0,9.0,1.0,2.0
52.0USD,Yes,Travel_Rarely,266.0USD,Sales,2.0USD,1.0,Marketing,1.0,1038.0,1.0,Female,57.0,1.0,5.0,Manager,,Married,,25846.0,1.0,,No,15.0,3.0,,80.0,1.0,33.0,,3.0,32.0,14.0,6.0,9.0
39.0,Yes,Travel_Rarely,1122.0,Research & Development,6.0,3.0,Medical,,932.0,4.0,Male,70.0,3.0,1.0,Laboratory Technician,1.0,Married,2404.0,4303.0,7.0,Y,Yes,,,,80.0,,8.0,2.0,1.0,2.0,2.0,,2.0
,No,Travel_Rarely,466.0,Research & Development,,1.0,Life Sciences,1.0,1026.0,4.0,Female,65.0,,4.0,Manufacturing Director,4.0,Married,12742.0,7060.0,1.0,Y,,16.0,3.0,,80.0,1.0,21.0,3.0,3.0,21.0,,,8.0
yes,Yes,Travel_Rarely,740.0,Sales,1.0,3.0,Life Sciences,,1562.0,,Male,64.0,2.0,2.0,Sales Executive,,,9714.0,5323.0,,,No,11.0,3.0,4.0,80.0,1.0,10.0,4.0,3.0,10.0,8.0,6.0,7.0
27.0,No,,1377.0,Research & Development,11.0,,,1.0,1434.0,2.0,Male,91.0,3.0,1.0,Laboratory Technician,1.0,Married,2099.0,7679.0,0.0,Y,No,14.0,3.0,2.0,80.0,0.0,6.0,,4.0,5.0,0.0,1.0,4.0
Yes ,,Travel_Rarely,,Research & Development,7.0,4.0,Other,1.0,949.0,2.0,Male,65.0,3.0,1.0,Research Scientist,4.0,,4678.0,23293.0,2.0,,No,18.0,3.0,3.0,80.0,0.0,8.0,6.0,3.0,6.0,2.0,0.0,1.0
26.0,No,Travel_Frequently,496.0,Research & Development,11.0,2.0,,1.0,,1.0,Male,,3.0,2.0,Healthcare Representative,1.0,Married,4741.0,22722.0,1.0,Y,Yes,13.0,3.0,3.0,80.0,1.0,5.0,,3.0,5.0,3.0,3.0,
nanUSD,No,,nanUSD,,nanUSD,2.0,Life Sciences,1.0,1453.0,1.0,Male,,3.0,3.0,,4.0,Divorced,10793.0,,1.0,Y,No,18.0,3.0,1.0,80.0,,13.0,5.0,,13.0,7.0,9.0,9.0
,Yes,Travel_Frequently,203.0,Research & Development,2.0,3.0,Life Sciences,1.0,1127.0,1.0,,84.0,,,Healthcare Representative,,Divorced,12169.0,13547.0,7.0,Y,,11.0,3.0,4.0,80.0,3.0,21.0,,3.0,18.0,7.0,,5.0
36.0,No,Non-Travel,,Sales,,,Medical,1.0,,,,32.0,,3.0,Sales Executive,,Single,9980.0,,1.0,Y,No,14.0,3.0,,80.0,0.0,,3.0,,10.0,3.0,9.0,
23.0,Yes,Travel_Rarely,427.0,Sales,7.0,,Life Sciences,1.0,1702.0,3.0,Male,99.0,3.0,1.0,Sales Representative,4.0,,,25103.0,1.0,Y,Yes,21.0,,2.0,80.0,1.0,,2.0,3.0,3.0,2.0,0.0,2.0
,Yes,Non-Travel,906.0,,5.0,2.0,,1.0,1210.0,1.0,Male,95.0,2.0,1.0,Research Scientist,1.0,Divorced,2107.0,20293.0,,Y,,17.0,3.0,1.0,80.0,,5.0,2.0,1.0,1.0,0.0,0.0,0.0
Yes ,No,Travel_Rarely,346.0,Research & Development,6.0,3.0,Life Sciences,,769.0,4.0,Male,,3.0,2.0,Laboratory Technician,4.0,Single,2450.0,,2.0,Y,No,,,,80.0,0.0,19.0,4.0,3.0,2.0,2.0,2.0,2.0
39.0,No,,722.0,,24.0,1.0,Marketing,,2056.0,2.0,Female,60.0,2.0,4.0,Sales Executive,4.0,Married,,,0.0,Y,No,11.0,3.0,,,,21.0,2.0,2.0,20.0,9.0,9.0,6.0
yes,No,Travel_Rarely,713.0,Research & Development,8.0,3.0,Life Sciences,,241.0,3.0,,67.0,,1.0,,1.0,Divorced,,13939.0,4.0,Y,Yes,,,3.0,80.0,1.0,19.0,3.0,3.0,2.0,2.0,,2.0
48.0,No,Travel_Rarely,277.0,Research & Development,6.0,3.0,Life Sciences,1.0,1022.0,1.0,Male,97.0,2.0,2.0,Healthcare Representative,,,,13119.0,,Y,No,13.0,3.0,4.0,,0.0,19.0,0.0,3.0,2.0,2.0,2.0,2.0
51.0,No,Travel_Frequently,541.0,Sales,2.0,3.0,,1.0,1391.0,2.0,Male,52.0,,3.0,Sales Executive,2.0,Married,10596.0,,2.0,Y,No,11.0,3.0,2.0,80.0,0.0,,5.0,3.0,4.0,,3.0,
,,Travel_Rarely,319.0,Research & Development,,3.0,,1.0,,4.0,Male,56.0,3.0,3.0,,,Married,7406.0,6950.0,1.0,Y,Yes,21.0,4.0,,80.0,,10.0,5.0,,10.0,9.0,5.0,8.0
24.0,No,Travel_Rarely,,Research & Development,9.0,3.0,Medical,,1707.0,,,62.0,4.0,1.0,Research Scientist,3.0,Married,4401.0,17616.0,1.0,Y,No,16.0,,4.0,,,,1.0,3.0,5.0,3.0,0.0,4.0
Yes ,No,,601.0,Sales,7.0,5.0,Marketing,1.0,1446.0,4.0,Male,,3.0,,Sales Executive,4.0,Married,9204.0,23343.0,,Y,,12.0,3.0,3.0,80.0,,,3.0,2.0,4.0,,,3.0
30.0,Yes,,138.0,Research & Development,22.0,3.0,Life Sciences,1.0,,1.0,Female,48.0,3.0,1.0,Research Scientist,3.0,Married,2132.0,11539.0,4.0,Y,Yes,11.0,3.0,2.0,80.0,,7.0,2.0,3.0,5.0,2.0,0.0,
37.0,Yes,Travel_Rarely,1373.0,Research & Development,,2.0,,1.0,4.0,,Male,92.0,2.0,1.0,Laboratory Technician,,Single,2090.0,2396.0,6.0,Y,Yes,,3.0,,80.0,0.0,7.0,,3.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0USD,No,,1179.0USD,Research & Development,19.0USD,4.0,Medical,,1216.0,4.0,Male,78.0,,1.0,Laboratory Technician,1.0,Married,3196.0,12449.0,1.0,,No,,3.0,,80.0,,6.0,2.0,3.0,6.0,5.0,3.0,3.0
26.0,No,Travel_Frequently,921.0,Research & Development,1.0,,Medical,1.0,1068.0,1.0,,66.0,2.0,1.0,Research Scientist,3.0,Divorced,,25265.0,1.0,Y,No,13.0,3.0,3.0,80.0,2.0,5.0,5.0,,5.0,,,
yes,No,Travel_Rarely,1425.0,Research & Development,14.0,1.0,Life Sciences,1.0,,3.0,,68.0,3.0,2.0,,4.0,,6586.0,4821.0,0.0,Y,,17.0,3.0,1.0,80.0,1.0,17.0,,2.0,16.0,8.0,4.0,
yes,No,Travel_Rarely,1370.0,Research & Development,,1.0,Medical,1.0,1586.0,2.0,Male,87.0,3.0,,Laboratory Technician,1.0,Single,4723.0,,1.0,,Yes,18.0,3.0,4.0,80.0,0.0,10.0,3.0,3.0,10.0,9.0,1.0,5.0
37.0,No,Travel_Rarely,1305.0,Research & Development,10.0,4.0,Life Sciences,1.0,518.0,3.0,Male,49.0,3.0,,,2.0,Single,,21123.0,2.0,Y,,12.0,3.0,4.0,80.0,,18.0,,2.0,1.0,0.0,0.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0,No,Travel_Rarely,555.0,Research & Development,2.0,3.0,,,521.0,,,78.0,2.0,2.0,Laboratory Technician,3.0,Married,3448.0,13436.0,6.0,Y,No,22.0,,,,1.0,20.0,3.0,3.0,1.0,0.0,0.0,
yes,,Travel_Rarely,776.0,Sales,1.0,,Marketing,1.0,100.0,3.0,Male,32.0,2.0,2.0,Sales Executive,1.0,,4312.0,23016.0,0.0,Y,No,14.0,3.0,2.0,80.0,0.0,,2.0,3.0,15.0,13.0,2.0,8.0
yes,No,,,Research & Development,24.0,3.0,Medical,1.0,744.0,,Male,49.0,,1.0,Laboratory Technician,3.0,Single,3708.0,2104.0,2.0,,No,,3.0,3.0,,,9.0,5.0,,,2.0,1.0,4.0
yes,No,Travel_Rarely,,Research & Development,7.0,4.0,,1.0,1484.0,3.0,Male,35.0,3.0,3.0,Healthcare Representative,2.0,Divorced,10466.0,20948.0,3.0,Y,No,14.0,3.0,2.0,80.0,2.0,29.0,3.0,3.0,8.0,7.0,0.0,
Yes ,,Travel_Rarely,1168.0,,24.0,4.0,Life Sciences,,1968.0,1.0,,66.0,3.0,3.0,Sales Executive,1.0,Single,10448.0,5843.0,6.0,Y,Yes,13.0,3.0,,,0.0,15.0,2.0,2.0,2.0,2.0,2.0,2.0
,No,Travel_Rarely,,Sales,14.0,3.0,Medical,1.0,1503.0,3.0,Female,,3.0,2.0,Sales Executive,3.0,Married,4591.0,,3.0,Y,Yes,,3.0,3.0,80.0,1.0,,4.0,,5.0,4.0,1.0,
47.0,No,Travel_Rarely,1180.0,Research & Development,25.0,3.0,Medical,,1993.0,1.0,,,3.0,3.0,Healthcare Representative,3.0,,8633.0,13084.0,2.0,,No,23.0,4.0,2.0,80.0,0.0,25.0,,3.0,17.0,14.0,12.0,11.0
yes,No,Travel_Rarely,895.0,Research & Development,15.0,2.0,Life Sciences,1.0,1102.0,1.0,Male,50.0,3.0,,Laboratory Technician,3.0,Divorced,2207.0,22482.0,1.0,Y,No,,3.0,4.0,80.0,1.0,4.0,,2.0,4.0,2.0,2.0,2.0
31.0,,Non-Travel,587.0,Sales,,4.0,Life Sciences,1.0,1324.0,,,57.0,3.0,3.0,Sales Executive,3.0,Divorced,9852.0,8935.0,1.0,Y,Yes,19.0,3.0,1.0,80.0,1.0,10.0,,,10.0,8.0,9.0,6.0
33.0USD,Yes,,1017.0USD,Research & Development,nanUSD,3.0,Medical,1.0,1108.0,1.0,,55.0,2.0,1.0,,2.0,Single,2313.0,2993.0,4.0,,Yes,20.0,4.0,2.0,80.0,0.0,5.0,,3.0,2.0,2.0,2.0,
49.0,No,,,Research & Development,,2.0,Technical Degree,,,3.0,Female,90.0,2.0,4.0,Healthcare Representative,,Single,13964.0,17810.0,7.0,,Yes,12.0,3.0,4.0,80.0,0.0,25.0,2.0,3.0,7.0,1.0,0.0,7.0
35.0,No,Travel_Rarely,750.0,Research & Development,28.0,3.0,Life Sciences,,1596.0,,Male,,,2.0,Laboratory Technician,,Married,3407.0,,1.0,,No,17.0,3.0,4.0,80.0,,10.0,3.0,2.0,10.0,9.0,6.0,8.0
32.0,,Travel_Frequently,689.0,Sales,9.0,2.0,Medical,,,4.0,Male,35.0,1.0,2.0,Sales Executive,4.0,Divorced,4668.0,,,Y,,17.0,3.0,4.0,80.0,3.0,9.0,,4.0,8.0,7.0,,7.0
yes,No,Travel_Frequently,840.0,Research & Development,9.0,,Medical,1.0,999.0,1.0,Male,64.0,,,Research Director,,Divorced,19419.0,,,Y,No,17.0,,2.0,80.0,1.0,21.0,2.0,4.0,18.0,,0.0,11.0
38.0,No,Travel_Frequently,1444.0,Human Resources,1.0,4.0,Other,1.0,1972.0,4.0,Male,88.0,,1.0,Human Resources,2.0,Married,2991.0,5224.0,0.0,Y,Yes,11.0,,2.0,80.0,,7.0,2.0,3.0,6.0,2.0,1.0,2.0
yes,,Travel_Frequently,793.0,,20.0,3.0,Life Sciences,1.0,1135.0,3.0,Male,67.0,4.0,1.0,Sales Representative,4.0,Married,2791.0,21981.0,,Y,No,,3.0,1.0,80.0,,3.0,4.0,3.0,2.0,2.0,2.0,2.0
